PA_voie;PA_num√©robis;COORD_X;COORD_Y
RAPE;57;602782.974580;126665.218214
RAPE;58;602775.232996;126675.082490
RAPE;59;602770.363290;126681.450567
RAPE;60;602760.623877;126694.061857
RAPE;61;602755.629307;126700.305070
RAPE;62;602739.521818;126720.283352
RAPE;63;602735.651026;126725.277922
RAPE;64;602740.895325;126729.773035
RAPE;65;602732.529419;126744.507018
RAPE;66;602727.659713;126747.004303
RAPE;67;602726.286207;126753.247516
RAPE;68;602724.662971;126735.516791
RAPE;69;602722.914872;126740.761090
RAPE;70;602717.046251;126753.746973
RAPE;71;602711.552224;126752.623194
RAPE;72;602708.305753;126758.616679
RAPE;73;602666.476227;126817.552608
RAPE;74;602654.863851;126833.410369
RAPE;75;602650.243873;126839.653582
RAPE;76;602645.374167;126846.146524
RAPE;77;602640.504461;126852.764329
RAPE;78;602636.009348;126858.632949
RAPE;79;602630.640185;126865.375619
RAPE;80;602613.284053;126887.476593
RAPE;81;602609.538125;126892.471163
RAPE;82;602604.793284;126898.589512
RAPE;83;602600.298170;126904.707860
RAPE;84;602595.553329;126910.826209
RAPE;85;602590.683622;126917.194286
RAPE;86;602585.938781;126923.312635
RAPE;87;602581.318803;126929.555848
RAPE;88;602576.698826;126935.549332
RAPE;89;602570.955070;126943.041188
RAPE;90;602560.091879;126957.150849
RAPE;91;602555.596766;126962.769740
RAPE;92;602548.978960;126971.260510
RAPE;93;602544.483847;126977.378859
RAPE;94;602540.113598;126983.122614
RAPE;95;602541.362241;126970.511324
RAPE;96;602535.743349;126975.256166
RAPE;97;602530.873643;126980.625329
RBER;1;603417.285010;126282.758992
RBER;2;603411.541254;126289.751390
RBER;3;603405.922362;126296.618925
RBER;4;603396.557543;126307.856708
RBER;5;603391.188380;126314.349649
RBER;6;603385.694352;126320.967455
RBER;7;603374.831162;126333.953338
RBER;8;603368.463085;126341.570057
RBER;9;603357.849623;126354.306212
RBER;10;603352.730188;126360.424560
RBER;11;603342.990776;126372.411529
RBER;12;603338.121070;126378.280149
RBER;13;603333.750821;126383.274720
RBER;14;603327.632472;126390.766575
RBER;15;603321.264395;126398.508159
RBER;16;603316.144961;126404.501643
RBER;17;603311.025526;126410.619992
RBER;18;603298.788829;126425.478839
RBER;19;603294.043987;126431.097730
RBER;20;603288.924553;126437.216079
RBER;21;603283.180797;126444.083613
RBER;22;603278.311091;126449.702505
RBER;23;603270.569507;126459.067324
RBER;24;603265.075479;126465.435401
RBER;25;603259.581452;126472.053207
RBER;26;603254.212289;126478.671013
RBER;27;603249.467447;126484.165040
RBER;28;603233.984279;126502.769814
RBER;29;603228.240523;126508.888163
RBER;30;603222.996224;126515.256240
RBER;31;603217.876790;126521.124860
RBER;32;603213.131948;126527.368073
RBER;33;603207.637921;126533.861015
RBER;34;603202.393622;126539.979363
RBER;35;603197.773644;126545.723119
RBER;36;603192.154753;126552.340925
RBER;37;603186.910454;126558.459273
RBER;38;603182.040748;126564.327894
RBER;39;603176.921313;126570.446242
RBER;40;603171.926743;126576.564591
RBER;41;603166.557580;126582.932668
RBER;42;603161.313281;126589.175881
RBER;43;603096.758460;126669.089006
RBER;44;603090.515247;126675.956540
RBER;45;603083.897441;126683.073803
RBER;46;603069.163459;126698.681835
RBER;47;603030.580403;126741.260547
RBER;48;603024.337190;126748.003217
RBER;49;603017.969113;126755.120480
RBER;50;603011.601036;126761.988014
RBER;51;603005.108094;126768.980412
RBER;52;603022.339362;126734.393013
RBER;53;603021.590176;126741.510275
RBER;54;603015.721556;126744.382153
RBER;55;603012.599950;126749.002131
RBER;56;603007.230787;126753.996701
RBER;57;603005.357823;126760.239914
RBER;58;602999.364338;126763.361521
RBER;59;602990.998433;126775.223625
RBER;60;602983.506578;126782.965209
RBER;61;602994.494632;126780.467924
RBER;62;602988.001691;126786.461408
RBER;63;602980.884428;126792.954350
RBER;64;602975.889858;126797.449463
RBER;65;602960.406690;126810.435346
RBER;66;602953.539156;126816.054237
RBER;67;602946.671622;126821.922858
RBER;68;602939.679223;126827.416885
RBER;69;602908.088566;126854.012972
RBER;70;602901.845353;126859.132406
RBER;71;602895.851869;126864.126977
RBER;72;602890.108113;126868.996683
RBER;73;602774.983267;126965.017297
RBER;74;602768.615190;126970.261596
RBER;75;602761.622791;126976.130216
RBER;76;602754.880122;126981.749108
RBER;77;602741.145053;126993.111755
RBER;78;602724.163514;127007.346280
RBER;79;602718.919215;127011.716529
RBER;80;602713.799781;127015.961914
RBER;81;602708.180889;127020.581892
RBER;82;602702.312269;127025.576462
RBER;83;602696.193920;127030.446168
RBER;84;602688.452336;127036.939110
RBER;85;602668.099462;127053.421192
RBER;86;602660.982200;127059.164947
RBER;87;602645.499032;127072.525423
RBER;88;602579.945296;127155.685019
RBER;89;602575.325319;127162.302824
RBER;90;602570.580477;127168.670902
RBER;91;602562.214572;127180.283278
RBER;92;602557.844323;127186.276762
RBER;93;602552.724888;127193.144296
RBER;94;602546.356811;127200.261559
RBER;95;602539.739005;127207.503686
RBER;96;602951.791056;126843.649238
RBER;97;602959.158047;126837.655754
RBER;98;602968.023410;126830.163899
RBER;99;602974.641215;126824.669871
RBER;100;602981.883342;126818.676387
RBER;101;602988.626012;126813.182359
RBER;102;602995.493546;126807.563468
RBER;103;603009.977800;126795.701363
RBER;104;603015.846421;126789.208422
RBER;105;603021.715041;126782.840345
RBER;106;603026.834475;126777.471182
RBER;107;603034.451195;126768.980412
RBER;108;603040.319815;126762.737199
RBER;109;603046.563028;126756.119394
RBER;110;603052.806241;126749.376724
RBER;111;603058.799725;126742.883782
RBER;112;603065.167802;126736.016248
RBER;113;603071.286151;126729.398442
RBER;114;603087.768233;126711.168261
RBER;115;603092.138482;126706.548283
RBER;116;603106.622736;126701.803441
RBER;117;603110.493528;126696.059686
RBER;118;603170.678100;126598.166107
RBER;119;603175.672671;126592.297487
RBER;120;603180.292648;126586.428867
RBER;121;603186.036404;126579.561333
RBER;122;603191.155839;126573.567849
RBER;123;603196.275273;126567.574364
RBER;124;603205.889821;126555.837124
RBER;125;603211.633577;126549.219318
RBER;126;603217.002740;126542.476648
RBER;127;603223.121089;126535.359386
RBER;128;603231.486994;126525.495109
RBER;129;603239.603171;126515.630833
RBER;130;603246.220976;126507.764385
RBER;131;603250.840954;126502.145493
RBER;132;603256.334981;126495.652552
RBER;133;603261.204687;126489.908796
RBER;134;603266.199258;126483.915311
RBER;135;603272.067878;126477.172642
RBER;136;603277.187312;126470.929429
REUI;1;603947.458649;127071.151916
REUI;2;603952.827812;127064.658975
REUI;3;603961.818038;127053.296327
REUI;4;603968.186115;127045.305015
REUI;5;603974.429328;127037.563431
REUI;6;603987.415211;127021.455942
REUI;7;603993.158967;127013.964086
REUI;8;603999.277316;127006.222502
REUI;9;604005.270800;126998.730647
REUI;10;604011.264284;126991.113927
REUI;11;604023.500982;126975.880487
REUI;12;604029.744194;126968.014039
REUI;13;604036.486864;126959.273541
REUI;14;604042.854942;126951.656821
REUI;15;604049.098154;126943.915237
REUI;16;604054.717046;126936.797975
REUI;17;604061.085123;126928.681798
REUI;18;604067.827793;126920.315893
REUI;19;604073.821278;126912.824037
REUI;20;604080.064490;126905.082453
REUI;21;604086.682296;126897.091141
REUI;22;604093.175237;126889.224693
REUI;23;604099.793043;126880.733923
REUI;24;604106.036256;126872.992339
REUI;25;604112.654062;126865.125891
REUI;26;604118.772410;126857.509171
REUI;27;604125.015623;126849.767587
REUI;28;604130.509651;126843.024917
REUI;29;604137.002592;126834.908740
REUI;30;604143.745262;126826.542835
REUI;31;604155.232774;126811.933717
REUI;32;604161.351122;126804.441861
REUI;33;604167.594335;126797.074870
REUI;34;604180.080761;126781.841431
REUI;35;604186.323974;126773.725254
REUI;36;604191.818001;126767.107448
REUI;37;604217.290310;126715.039053
REUI;38;604221.410830;126718.035795
REUI;39;604225.031894;126713.041225
REUI;40;604224.657301;126704.925048
REUI;41;604228.777822;126707.921790
REUI;42;604228.403229;126699.680749
REUI;43;604232.773478;126702.802355
REUI;44;604231.774564;126694.811043
REUI;45;604236.644270;126697.807785
REUI;46;604236.269677;126688.817559
REUI;47;604240.639926;126692.188894
REUI;48;604240.265333;126683.073803
REUI;49;604245.384768;126686.070545
REUI;50;604245.259904;126676.580861
REUI;51;604250.004745;126680.201925
REUI;52;604249.879881;126670.087920
REUI;53;604254.749587;126673.833848
REUI;54;604254.125266;126663.844707
REUI;55;604259.244700;126668.090092
REUI;56;604258.620379;126658.225815
REUI;57;604263.614950;126662.845793
REUI;58;604263.115492;126652.107467
REUI;59;604268.359791;126656.352852
REUI;60;604267.360877;126646.363711
REUI;61;604272.730040;126650.484231
REUI;62;604271.731126;126640.495091
REUI;63;604276.975425;126644.615611
REUI;64;604275.851647;126634.501606
REUI;65;604281.345674;126638.622127
REUI;66;604280.097032;126628.508122
REUI;67;604285.840787;126633.003235
REUI;68;604325.672486;126612.775226
REUI;69;604320.677915;126616.646018
REUI;70;604327.295721;126619.892488
REUI;71;604316.307666;126621.640588
REUI;72;604322.051422;126626.760022
REUI;73;604312.187146;126627.384344
REUI;74;604317.681173;126631.879457
REUI;75;604307.442304;126632.878371
REUI;76;604313.435788;126637.373484
REUI;77;604303.571512;126637.872941
REUI;78;604309.065539;126642.243190
REUI;79;604299.076399;126643.741562
REUI;80;604304.570426;126647.112896
REUI;81;604295.330471;126648.486403
REUI;82;604300.449906;126652.606924
REUI;83;604290.211036;126654.979345
REUI;84;604295.205607;126659.474458
REUI;85;604285.591059;126660.847965
REUI;86;604290.960222;126665.093350
REUI;87;604281.220810;126666.591721
REUI;88;604286.090516;126670.961970
REUI;89;604276.600832;126672.585205
REUI;90;604281.345674;126676.830590
REUI;91;604271.855991;126678.828418
REUI;92;604276.600832;126682.824074
REUI;93;604267.610606;126684.197581
REUI;94;604272.730040;126687.818645
REUI;95;604262.616035;126690.565658
REUI;96;604267.360877;126694.311586
REUI;97;604257.996058;126696.684007
REUI;98;604262.740900;126700.055342
REUI;99;604253.251216;126702.427763
REUI;100;604257.996058;126706.048826
REUI;101;604253.126352;126711.792582
REUI;102;604248.506374;126717.661202
REUI;103;604240.764790;126718.535252
REUI;104;604221.660559;126743.258375
REUI;105;604216.416260;126749.501588
REUI;106;604212.046011;126755.370208
REUI;107;604199.309857;126777.221453
REUI;108;604193.191508;126784.588444
REUI;109;604186.573702;126792.704621
REUI;110;604180.580218;126800.196477
REUI;111;604174.711598;126807.563468
REUI;112;604169.217571;126814.306138
REUI;113;604164.472729;126820.174758
REUI;114;604157.480330;126828.665527
REUI;115;604152.735489;126834.534148
REUI;116;604148.115511;126840.277903
REUI;117;604141.747434;126848.144352
REUI;118;604135.129628;126856.260528
REUI;119;604129.385872;126863.128063
REUI;120;604122.518338;126871.743696
REUI;121;604115.401075;126880.484194
REUI;122;604109.282727;126888.100914
REUI;123;604103.538971;126895.218177
REUI;124;604096.296844;126904.333268
REUI;125;604085.933111;126917.194286
REUI;126;604080.189355;126924.311549
REUI;127;604074.570463;126931.303947
REUI;128;604066.454286;126941.293088
REUI;129;604058.962431;126950.907636
REUI;130;604052.219761;126958.898948
REUI;131;604045.352227;126967.389718
REUI;132;604038.484693;126976.130216
REUI;133;604032.740937;126983.372343
REUI;134;604027.122045;126990.489606
REUI;135;604020.753968;126998.356054
REUI;136;604014.385891;127006.597095
REUI;137;604008.142678;127014.463543
REUI;138;604001.275144;127022.954313
REUI;139;603995.905981;127029.072661
REUI;140;603984.293605;127044.181237
REUI;141;603978.924442;127050.799042
REUI;142;603973.055821;127058.041169
REUI;143;603966.937473;127065.907617
REUI;144;603961.942902;127072.150830
REUI;145;603956.573739;127079.018364
TAIN;1;604026.747452;126321.092319
TAIN;2;604032.865801;126327.085804
TAIN;3;604053.468403;126346.564628
TAIN;4;604058.962431;126351.933791
TAIN;5;604064.955915;126357.677547
TAIN;6;604071.074264;126363.421303
TAIN;7;604077.067748;126369.414787
TAIN;8;604083.310961;126375.283407
TAIN;9;604089.554174;126381.152027
TAIN;10;604095.547658;126386.895783
TAIN;11;604102.664921;126393.638453
TAIN;12;604109.157863;126399.756802
TAIN;13;604115.026483;126405.500557
TAIN;14;604120.520510;126410.619992
TAIN;15;604126.014537;126415.989155
TAIN;16;604131.508565;126421.233454
TAIN;17;604137.252321;126426.602617
TAIN;18;604143.120941;126432.096644
TAIN;19;604148.739832;126437.590672
TAIN;20;604154.483588;126443.209563
TAIN;21;604170.466213;126458.193274
TAIN;22;604175.960240;126463.562437
TAIN;23;604181.703996;126469.056465
TAIN;24;604187.697481;126474.800221
TAIN;25;604193.316372;126480.543976
TAIN;26;604199.184992;126485.788275
TAIN;27;604205.053613;126491.532031
TAIN;28;604210.547640;126496.776330
TAIN;29;604216.291396;126502.145493
TAIN;30;604227.778907;126512.883819
TAIN;31;604233.148071;126518.377847
TAIN;32;604238.392369;126523.497281
TAIN;33;604244.011261;126528.741580
TAIN;34;604218.663817;126521.499453
TAIN;35;604213.544382;126516.504883
TAIN;36;604207.925490;126511.135720
TAIN;37;604202.056870;126505.641692
TAIN;38;604196.437979;126500.272529
TAIN;39;604190.694223;126494.653638
TAIN;40;604184.825603;126489.159610
TAIN;41;604179.206711;126483.790447
TAIN;42;604173.338091;126478.171556
TAIN;43;604167.594335;126472.552664
TAIN;44;604161.850579;126467.058637
TAIN;45;604145.867954;126452.199790
TAIN;46;604140.373927;126446.580898
TAIN;47;604134.255578;126440.962007
TAIN;48;604128.511822;126435.343115
TAIN;49;604123.017795;126430.098816
TAIN;50;604117.523768;126424.854517
TAIN;51;604112.029740;126419.485354
TAIN;52;604106.161120;126413.866463
TAIN;53;604101.416279;126409.371349
TAIN;54;604094.423880;126402.503815
TAIN;55;604087.930939;126396.635195
TAIN;56;604081.063404;126390.142254
TAIN;57;604075.069920;126384.148769
TAIN;58;604068.701843;126378.030421
TAIN;59;604062.333766;126372.161801
TAIN;60;604056.340281;126366.418045
TAIN;61;604049.223019;126359.425646
TAIN;62;604042.605213;126353.182433
TERR;1;603927.230639;125823.508252
TERR;2;603920.737697;125818.263953
TERR;3;603912.246928;125811.271554
TERR;4;603906.503172;125799.908907
TERR;5;603898.262131;125799.784043
TERR;6;603896.763760;125792.042459
TERR;7;603884.776791;125788.421395
TERR;8;603873.289279;125778.931711
TERR;9;603867.046066;125773.562548
TERR;10;603861.052582;125768.567978
TERR;11;603854.934233;125763.573408
TERR;12;603848.441292;125758.453973
TERR;13;603841.199165;125745.842683
TERR;14;603834.081902;125746.342140
TERR;15;603833.332717;125739.100013
TERR;16;603826.215454;125739.724334
TERR;17;603825.216540;125732.357343
TERR;18;603818.349006;125732.731936
TERR;19;603816.850635;125725.364945
TERR;20;603809.858236;125725.614673
TERR;21;603777.643258;125693.899152
TERR;22;603777.643258;125686.781889
TERR;23;603770.401131;125685.408382
TERR;24;603770.276267;125678.291120
TERR;25;603762.784411;125677.541934
TERR;26;603762.909275;125669.550622
TERR;27;603755.292556;125668.801436
TERR;28;603755.542284;125661.184716
TERR;29;603748.050429;125660.310666
TERR;30;603748.050429;125652.693947
TERR;31;603740.558573;125651.819897
TERR;32;603740.558573;125643.953449
TERR;33;603732.816989;125642.704806
TERR;34;603728.946197;125630.592973
TERR;35;603718.332735;125626.097860
TERR;36;603718.457600;125618.356276
TERR;37;603710.965744;125617.482226
TERR;38;603711.215473;125609.990371
TERR;39;603703.598753;125608.866592
TERR;40;603696.356626;125600.500687
TERR;41;603696.106897;125592.759103
TERR;42;603688.615042;125592.134782
TERR;43;603688.240449;125584.642926
TERR;44;603676.628073;125580.647270
TERR;45;603675.504295;125573.155414
VANG;1;602537.241720;126997.606868
VANG;2;602543.984390;127004.099810
VANG;3;602548.604368;127008.220330
VANG;4;602553.349209;127012.715444
VANG;5;602558.343780;127017.210557
VANG;6;602563.588078;127022.205127
VANG;7;602568.707513;127026.825105
VANG;8;602573.077762;127030.820761
VANG;9;602577.323147;127034.941281
VANG;10;602583.940953;127041.059630
VANG;11;602596.427378;127052.547142
VANG;12;602601.546813;127057.416848
VANG;13;602606.041926;127061.412504
VANG;14;602611.785682;127066.781667
VANG;15;602616.905117;127071.526509
VILL;1;602757.627135;126709.794754
VILL;2;602762.371977;126713.415817
VILL;3;602771.861661;126720.782809
VILL;4;602776.107045;126724.029279
VILL;5;602782.100530;126728.649257
VILL;6;602787.844286;126732.894642
VILL;7;602793.712906;126737.264891
VILL;8;602799.331797;126741.884868
VILL;9;602805.075553;126746.130253
VILL;10;602810.694445;126750.375638
VILL;11;602816.313336;126754.870751
VILL;12;602822.057092;126759.241000
VILL;13;602827.800848;126763.611249
VILL;14;602833.419740;126767.981498
VILL;15;602862.013655;126789.957607
VILL;16;602868.132003;126794.702449
VILL;17;602874.749809;126799.697020
VILL;18;602880.868158;126804.566726
VILL;19;602887.236235;126809.436432
VILL;20;602893.479448;126814.306138
VILL;21;602899.972389;126819.175844
VILL;22;602906.215602;126824.045550
VILL;23;602897.974561;126834.284419
VILL;24;602892.855127;126830.538491
VILL;25;602887.111371;126826.043378
VILL;26;602881.367615;126821.673129
VILL;27;602875.498995;126817.178016
VILL;28;602869.755239;126812.807767
VILL;29;602863.387162;126808.062925
VILL;30;602857.143949;126803.068355
VILL;31;602846.530487;126794.827314
VILL;32;602841.036459;126790.706793
VILL;33;602832.920283;126784.463580
VILL;34;602828.175441;126780.842517
VILL;35;602822.931142;126776.846860
VILL;36;602817.936572;126772.976068
VILL;37;602810.819309;126767.357177
VILL;38;602806.199332;126763.860978
VILL;39;602801.329625;126760.115050
VILL;40;602795.960462;126756.244258
VILL;41;602790.466435;126751.874009
VILL;42;602784.847543;126747.628624
VILL;43;602776.856231;126744.756746
VILL;44;602770.488154;126739.637312
VILL;45;602764.744398;126735.391927
VILL;46;602758.875778;126730.771949
VILL;47;602753.631479;126726.651429
VILL;48;602748.387180;126722.655772
